序號,標題,地址,價格,價格單位,房屋類型,格局,坪數,樓層,連結,抓取時間,可住人數,身份要求,緯度,經度,設施,冰箱,洗衣機,電視,冷氣,熱水器,床,衣櫃,第四台,網路WiFi,天然瓦斯,沙發,桌椅,陽台,電梯,車位,浴缸
68,南京三民站✨景觀正2房可站立天然氣廚房陽台✨24管理代收,松山區-南京東路五段,37999,元/月,整棟出租,2房2廳,19.3坪,9F/11F,https://rent.591.com.tw/21652524,2026-07-17 23:52:53,2人,學生、上班族、家庭,25.0521881,121.5705726,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、天然瓦斯、沙發、桌椅、陽台、電梯,有,有,有,有,有,有,有,無,無,有,有,有,有,有,無,
69,【專任】MRT西湖.溫馨裝潢.靜巷高樓,內湖區-內湖路一段411巷62弄,50000,元/月,整棟出租,2房1廳,30.1坪,12F/14F,https://rent.591.com.tw/21519477,2026-07-17 23:52:53,2人,,25.0821450,121.5701772,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、天然瓦斯、陽台、電梯、車位,有,有,有,有,有,有,有,無,無,有,無,無,有,有,有,
70,文德捷運站6分鐘!正5F有廚房全新變頻冷氣及台水台電,內湖區-文德路,6500,元/月,共用套房,,6.5坪,5F/5F,https://rent.591.com.tw/21639446,2026-07-17 23:52:53,1人,學生、上班族、家庭,25.0786835,121.580779,冰箱、洗衣機、冷氣、熱水器、床、天然瓦斯、桌椅、陽台,有,有,無,有,有,有,無,無,無,有,無,有,有,無,無,
71,拎包入住！信義區松仁路底親山綠意山景環繞精品兩房兩衛樹梢戶！,信義區-松仁路308巷,42888,元/月,整棟出租,2房1廳,15.2坪,6F/9F,https://rent.591.com.tw/21631970,2026-07-17 23:52:53,2人,學生、上班族、家庭,25.0201495,121.5698801,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、天然瓦斯、沙發、桌椅、陽台、電梯、車位,有,有,有,有,有,有,有,無,無,有,有,有,有,有,有,
72,~全新~精品3房2衛2陽台豪邸(可報稅.設籍.租補),內湖區-金龍路,56000,元/月,整棟出租,3房2廳,45坪,5F/12F,https://rent.591.com.tw/21619296,2026-07-17 23:52:53,3人,學生、上班族、家庭,25.0876189,121.5860139,冷氣、熱水器、天然瓦斯、陽台、電梯、車位,無,無,無,有,有,無,無,無,無,有,無,無,有,有,有,
73,港墘站，女性專屬、可租補、新裝潢/收垃圾/飲水機,內湖區-港華街51巷8弄,9497,元/月,共用套房,,6坪,5F/5F,https://rent.591.com.tw/21644871,2026-07-17 23:52:53,1人,上班族、家庭,25.0837536,121.5748596,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、網路WiFi、天然瓦斯、桌椅、陽台,有,有,有,有,有,有,有,無,有,有,無,有,有,無,無,
74,天母3房低樓層戶🌟美日僑學校旁🌟生活機能優🌟拎包入住,士林區-中山北路六段763巷7弄,42000,元/月,整棟出租,3房2廳,34坪,2F/5F,https://rent.591.com.tw/21652564,2026-07-17 23:52:53,3人,上班族、家庭,25.1158691,121.5271832,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、天然瓦斯、沙發、桌椅、陽台,有,有,有,有,有,有,有,無,無,有,有,有,有,無,無,
75,❤️雙連站❤️寧夏夜市🔸衛浴乾濕分離🔸拎包入住,大同區-寧夏路,17500,元/月,私人套房,,7坪,3F/4F,https://rent.591.com.tw/21609182,2026-07-17 23:52:53,2人,學生、上班族、家庭,25.0573544,121.5162454,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、第四台、網路WiFi、桌椅,有,有,有,有,有,有,有,有,有,無,無,有,無,無,無,
76,好運承德!雙連捷運站室內好車位2800元~,大同區-承德路二段81號,2800,元/月,車位,機械式,4坪,,https://rent.591.com.tw/21639805,2026-07-17 23:52:53,,,25.0552293,121.5175153,,,,,,,,,,,,,,,,,
77,租補x全新聲控智能宅x捷運2分鐘x代收垃圾,松山區-南京東路五段291巷20弄,27800,元/月,私人套房,,15坪,1F/7F,https://rent.591.com.tw/21455064,2026-07-17 23:52:53,2人,學生、上班族、家庭,25.0525725,121.5653714,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、第四台、網路WiFi、天然瓦斯、沙發、桌椅、電梯,有,有,有,有,有,有,有,有,有,有,有,有,無,有,無,
78,龍山寺站✨全新成屋2房1廳陽台可寵物✨垃圾代收✨廚房天然瓦斯,萬華區-艋舺大道,37999,元/月,整棟出租,2房1廳,21.9坪,6F/11F,https://rent.591.com.tw/21624973,2026-07-17 23:52:53,2人,學生、上班族、家庭,25.0336544,121.5005792,冷氣、熱水器、天然瓦斯、陽台、電梯,無,無,無,有,有,無,無,無,無,有,無,無,有,有,無,
79,🏠吉屋出租❤️社宅免服務費✅可租補生活機能強,萬華區-康定路,17000,元/月,私人套房,,8坪,5F/14F,https://rent.591.com.tw/21588764,2026-07-17 23:52:53,2人,學生、上班族、家庭,25.0458313,121.5036178,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、沙發、桌椅、陽台、電梯,有,有,有,有,有,有,有,無,無,無,有,有,有,有,無,
80,下樓即西門商圈/西門租屋族首選/天空藍主題套房/搶手物件,萬華區-峨嵋街6巷,18500,元/月,私人套房,,7坪,2F/4F,https://rent.591.com.tw/21650892,2026-07-17 23:52:53,2人,學生、上班族、家庭,25.0431095,121.5077806,冰箱、電視、冷氣、熱水器、床、衣櫃、第四台、網路WiFi、沙發、桌椅,有,無,有,有,有,有,有,有,有,無,有,有,無,無,無,
81,自租森業永春面101小豪宅有裝潢有陽台(坡平車位可另租),信義區-忠孝東路五段,48000,元/月,私人套房,,11坪,16F/21F,https://rent.591.com.tw/21510750,2026-07-17 23:52:53,2人,學生、上班族、家庭,25.0412522,121.5770895,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、天然瓦斯、沙發、陽台、車位,有,有,有,有,有,有,有,無,無,有,有,無,有,無,有,
82,西湖/德明/內科，新裝潢、可租補/可寵、一房一廳、採光佳,內湖區-環山路一段59巷14弄,22998,元/月,整棟出租,1房1廳,15坪,頂樓加蓋/4F,https://rent.591.com.tw/21638728,2026-07-17 23:52:53,1人,學生、上班族、家庭,25.085589,121.568376,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、第四台、網路WiFi、天然瓦斯、沙發、桌椅,有,有,有,有,有,有,有,有,有,有,有,有,無,無,無,
83,歐洲學校、北士科~四房車位~近芝山、明德雙捷運,北投區-文林北路16巷,88000,元/月,整棟出租,4房2廳,64.3坪,7F/8F,https://rent.591.com.tw/21651811,2026-07-17 23:52:53,4人,上班族、家庭,25.1061468,121.5210249,冷氣、熱水器、天然瓦斯、陽台、車位,無,無,無,有,有,無,無,無,無,有,無,無,有,無,有,
84,沃盛睿達🏠外商首選/高檔裝潢景觀房/拎包入住/附平面大車位,北投區-復興三路,40000,元/月,整棟出租,2房2廳,30坪,3F/10F,https://rent.591.com.tw/21554669,2026-07-17 23:52:53,2人,學生、上班族、家庭,25.145471,121.503521,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、天然瓦斯、沙發、桌椅、陽台、電梯、車位,有,有,有,有,有,有,有,無,無,有,有,有,有,有,有,有
85,古亭站*採光1+1房*情侶首選*坡機可租*可租補*需公證各半,中正區-廈門街25巷,45000,元/月,整棟出租,2房1廳,21坪,5F/7F,https://rent.591.com.tw/21507496,2026-07-17 23:52:53,2人,學生、上班族、家庭,25.0266808,121.5194898,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、天然瓦斯、沙發、陽台、電梯、車位,有,有,有,有,有,有,有,無,無,有,有,,有,有,有,
86,屋主自租共生宅仁愛A+挑高套房有陽台,大安區-大安路一段,30000,元/月,私人套房,樓中樓,12坪,3F/12F,https://rent.591.com.tw/21639695,2026-07-17 23:52:53,2人,上班族、家庭、學生,25.0340169,121.5450396,冷氣、熱水器、天然瓦斯、陽台、電梯,無,無,無,有,有,無,無,無,無,有,無,無,有,有,無,
87,步行1分鐘到龍山寺捷運/搶手物件/陽光對流窗/波西米亞式裝潢,萬華區-三水街,27000,元/月,整棟出租,1房1廳,15坪,3F/3F,https://rent.591.com.tw/21637573,2026-07-17 23:52:53,1人,學生、上班族、家庭,25.036077,121.5013756,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、第四台、網路WiFi、沙發、桌椅、陽台,有,有,有,有,有,有,有,有,有,無,有,有,有,無,無,
88,西昌觀光夜市商圈~新冷氣.新家具~可租補.報稅,萬華區-西昌街,15000,元/月,共用套房,,9坪,2F/5F,https://rent.591.com.tw/21651051,2026-07-17 23:52:53,2人,學生、上班族、家庭,25.0395830,121.5007890,冰箱、洗衣機、冷氣、熱水器、床、衣櫃、天然瓦斯、桌椅、陽台,有,有,無,有,有,有,有,無,無,有,無,有,有,無,無,
89,💓秒殺大套房/設計師裝潢的家/捷運劍潭站/配備全傢俱頂,士林區-福港街,27800,元/月,私人套房,,10坪,2F/4F,https://rent.591.com.tw/19153655,2026-07-17 23:52:53,2人,,25.0841510,121.5176560,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、第四台、網路WiFi、沙發、桌椅、陽台,有,有,有,有,有,有,有,有,有,無,有,有,有,無,無,
90,南京三民，採光新三房，可戶籍，平面車位，寵可洽,松山區-塔悠路,45999,元/月,整棟出租,3房2廳,34.4坪,8F/12F,https://rent.591.com.tw/21628212,2026-07-17 23:52:53,3人,學生、上班族、家庭,25.0530543,121.5714039,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、天然瓦斯、沙發、桌椅、陽台、電梯、車位,有,有,有,有,有,有,有,無,無,有,有,有,有,有,有,
91,（住辦）市政府捷運可短租含車位免爬樓梯採光好私人套房,信義區-永吉路120巷15弄,16000,元/月,私人套房,,7坪,1F/3F,https://rent.591.com.tw/21596232,2026-07-17 23:52:55,2人,學生、上班族、家庭,25.045071,121.570455,冰箱、洗衣機、冷氣、熱水器、床、衣櫃、桌椅,有,有,無,有,有,有,有,無,無,無,無,有,無,無,無,
92,🏠吉屋出租❤️社宅免服務費✅可租補生活機能強,文山區-指南路二段,17500,元/月,私人套房,,10.7坪,2F/4F,https://rent.591.com.tw/21541751,2026-07-17 23:52:55,2人,學生、上班族,24.9871390,121.5806750,冰箱、洗衣機、冷氣、熱水器、床、衣櫃、桌椅、陽台、電梯,有,有,無,有,有,有,有,無,無,無,無,有,有,有,無,
93,公館站約3分鐘｜優質三房｜超大採光｜租補✅｜拎包入住✨,中正區-羅斯福路四段,62000,元/月,整棟出租,3房2廳,27.2坪,8F/12F,https://rent.591.com.tw/21634003,2026-07-17 23:52:55,3人,學生、上班族、家庭,25.0117876,121.5356138,冰箱、洗衣機、冷氣、熱水器、床、衣櫃、天然瓦斯、沙發、桌椅、陽台、電梯,有,有,無,有,有,有,有,無,無,有,有,有,有,有,無,
94,好停西門!環保署豪宅室內好車位2200元~,中正區-中華路一段79號,2200,元/月,車位,機械式,6坪,,https://rent.591.com.tw/21639795,2026-07-17 23:52:55,,,25.0381230,121.5071710,,,,,,,,,,,,,,,,,
95,🏆寅將團隊🏆饒河夜市全室裝潢3房車,松山區-饒河街,70000,元/月,整棟出租,3房2廳,22.1坪,12F/18F,https://rent.591.com.tw/21580930,2026-07-17 23:52:55,3人,上班族、家庭,25.0508047,121.5761894,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、天然瓦斯、沙發、桌椅、陽台、電梯、車位,有,有,有,有,有,有,有,無,無,有,有,有,有,有,有,
96,⭐獨家專任⭐MRT西門⭐新社區簡約質感裝潢1+1房⭐,萬華區-漢口街二段,39000,元/月,整棟出租,2房2廳,11.8坪,5F/23F,https://rent.591.com.tw/21548921,2026-07-17 23:52:55,2人,上班族、家庭,25.0454671,121.5037051,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、天然瓦斯、沙發、桌椅、陽台、電梯、車位,有,有,有,有,有,有,有,無,無,有,有,有,有,有,有,
97,★信義計劃區★國王與我面公園清新三房+傭人房+平車,信義區-松平路,150000,元/月,整棟出租,3房2廳,71.8坪,8F/21F,https://rent.591.com.tw/21530055,2026-07-17 23:52:55,3人,上班族、家庭,25.0301615,121.5690529,洗衣機、電視、冷氣、熱水器、床、衣櫃、天然瓦斯、桌椅、陽台、電梯、車位,無,有,有,有,有,有,有,無,無,有,無,有,有,有,有,
98,⭐可寵⭐可租補⭐可入戶籍⭐天母美國學校旁⭐雙陽台⭐,士林區-中山北路七段14巷5弄,50000,元/月,整棟出租,4房2廳,48坪,4F/5F,https://rent.591.com.tw/21648491,2026-07-17 23:52:55,4人,學生、上班族、家庭,25.1193850,121.5316190,冰箱、冷氣、熱水器、床、衣櫃、天然瓦斯、沙發、桌椅、陽台,有,無,無,有,有,有,有,無,無,有,有,有,有,無,無,
99,松山捷運站步行5分鐘內｜2樓｜2房1廳1衛-禁菸禁寵*可租補,松山區-饒河街,36000,元/月,整棟出租,2房1廳,14坪,2F/4F,https://rent.591.com.tw/21629199,2026-07-17 23:52:55,2人,學生、上班族、家庭,25.0497046,121.5739770,洗衣機、電視、冷氣、熱水器、床、衣櫃、第四台、網路WiFi、沙發、桌椅,無,有,有,有,有,有,有,有,有,無,有,有,無,無,無,
100,西門租屋族首選/包水包網路管理費+垃圾代收/一卡皮箱入住～,萬華區-成都路27巷,17500,元/月,私人套房,,8坪,6F/7F,https://rent.591.com.tw/21631416,2026-07-17 23:52:55,2人,學生、上班族、家庭,25.0441624,121.5077721,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、第四台、網路WiFi、沙發、桌椅、陽台、電梯,有,有,有,有,有,有,有,有,有,無,有,有,有,有,無,
101,景美捷運站步行只要1分鐘，全新精美裝潢,文山區-景興路202巷,32000,元/月,整棟出租,2房2廳,22坪,5F/11F,https://rent.591.com.tw/21645488,2026-07-17 23:52:55,2人,學生、上班族、家庭,24.9923581,121.5431258,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、第四台、網路WiFi、天然瓦斯、沙發、桌椅、陽台、電梯,有,有,有,有,有,有,有,有,有,有,有,有,有,有,無,
102,MRT明德.帝王級千萬裝潢.極致景觀.別有天地,北投區-文林北路,350000,元/月,整棟出租,3房2廳,120.7坪,23F/25F,https://rent.591.com.tw/21585638,2026-07-17 23:52:55,3人,學生、上班族、家庭,25.1079649,121.5168359,冰箱、洗衣機、電視、冷氣、熱水器、衣櫃、天然瓦斯、沙發、桌椅、陽台、電梯、車位,有,有,有,有,有,無,有,無,無,有,有,有,有,有,有,
103,政大清幽別墅採光共用套房✨費用全包✨有廚房客廳可使用,文山區-政大一街,8000,元/月,共用套房,,3坪,4F/5F,https://rent.591.com.tw/21605142,2026-07-17 23:52:55,1人,學生、上班族、家庭,24.9869064,121.5854664,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、第四台、網路WiFi、天然瓦斯、沙發、桌椅,有,有,有,有,有,有,有,有,有,有,有,有,無,無,無,
104,近內科.世外桃園1樓-獨立門戶傢俱全.專用洗衣機,內湖區-內湖路一段47巷,10000,元/月,私人套房,,10坪,1F/5F,https://rent.591.com.tw/21639459,2026-07-17 23:52:55,2人,學生、上班族、家庭,25.087412,121.558243,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、第四台、網路WiFi、沙發、桌椅、陽台,有,有,有,有,有,有,有,有,有,無,有,有,有,無,無,
105,近南港軟體園區捷運站，走路約五分鐘，有代收垃圾，可養貓,南港區-經貿二路157巷36弄,29800,元/月,私人套房,樓中樓,16坪,7F/9F,https://rent.591.com.tw/20723730,2026-07-17 23:52:55,2人,學生、上班族,25.0601445,121.6152266,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、網路WiFi、沙發、桌椅、陽台、電梯,有,有,有,有,有,有,有,無,有,無,有,有,有,有,無,
106,自租文山區下崙路公園海B區三房二衛帶坡平車位,文山區-下崙路11巷,49999,元/月,整棟出租,3房2廳,35坪,7F/10F,https://rent.591.com.tw/21513875,2026-07-17 23:52:55,3人,學生、上班族、家庭,24.9854154,121.5588954,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、天然瓦斯、陽台、電梯、車位,有,有,有,有,有,有,有,無,無,有,無,無,有,有,有,
107,睿達🏠【明德站旁】可租補-黃金3樓美妝套房|有對外窗有陽台,北投區-建民路151巷,18000,元/月,私人套房,,10坪,3F/3F,https://rent.591.com.tw/21651613,2026-07-17 23:52:55,2人,學生、上班族、家庭,25.110579,121.519253,洗衣機、電視、冷氣、熱水器、床、衣櫃、第四台、網路WiFi、陽台,無,有,有,有,有,有,有,有,有,無,無,,有,無,無,
108,睿達🏠歡迎外商🔥石牌榮總特區-獨層獨戶精裝豪邸|可另車位,北投區-石牌路二段343巷,95000,元/月,整棟出租,3房2廳,50坪,3F/6F,https://rent.591.com.tw/21651859,2026-07-17 23:52:55,3人,學生、上班族、家庭,25.1239480,121.5245175,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、天然瓦斯、沙發、桌椅、陽台、車位,有,有,有,有,有,有,有,無,無,有,有,有,有,無,有,
109,公寓二樓共用套房｜興隆路四段木新路口｜政大車程7分鐘,文山區-忠順街一段26巷27弄6號,14500,元/月,共用套房,,6坪,2F/4F,https://rent.591.com.tw/21561854,2026-07-17 23:52:55,2人,學生、上班族,24.9819570,121.5601630,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、第四台、網路WiFi、沙發、桌椅、陽台,有,有,有,有,有,有,有,有,有,無,有,有,有,無,無,
110,建中好停!北市泉州寧波西街口室內平面大車位4200元,中正區-泉州街4號,4200,元/月,車位,平面式,6坪,,https://rent.591.com.tw/21498291,2026-07-17 23:52:55,,,25.0300854,121.5149534,,,,,,,,,,,,,,,,,
111,通化街巷內美寓｜空間好利用｜前後大陽台,大安區-通化街165巷,27000,元/月,整棟出租,2房1廳,20坪,3F/5F,https://rent.591.com.tw/21639040,2026-07-17 23:52:55,2人,學生、上班族、家庭,25.0291823,121.5561789,冰箱、洗衣機、冷氣、熱水器、床、衣櫃、沙發、桌椅、陽台,有,有,無,有,有,有,有,無,無,無,有,有,有,無,無,
112,捷運6分鐘/生活機能好/採光通風好/鬧中取靜/溫馨裝潢好品質,中山區-龍江路,12500,元/月,共用套房,,24坪,6F/6F,https://rent.591.com.tw/21642864,2026-07-17 23:52:55,2人,學生、上班族、家庭,25.0664459,121.5409893,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、第四台、天然瓦斯、沙發、桌椅,有,有,有,有,有,有,有,有,無,有,有,有,無,無,無,
